id,description,length,n_runs,mean_run_length,longest_run,run_length_entropy,run_length_gini,overall_durfee,count_A,freq_A,runs_A,mean_run_A,max_run_A,durfee_A,entropy_run_lengths_A,count_C,freq_C,runs_C,mean_run_C,max_run_C,durfee_C,entropy_run_lengths_C,count_G,freq_G,runs_G,mean_run_G,max_run_G,durfee_G,entropy_run_lengths_G,count_T,freq_T,runs_T,mean_run_T,max_run_T,durfee_T,entropy_run_lengths_T,transition_AC,transition_AG,transition_AT,transition_CA,transition_CG,transition_CT,transition_GA,transition_GC,transition_GT,transition_TA,transition_TC,transition_TG
NC_139440.1,"NC_139440.1 Thurisazvirus desmodi isolate DesRot/Peru/AYA11_DrDV-B, complete genome",1692,1134,1.492063492063492,6,1.3592449148641959,0.24474756192644298,5,369,0.21808510638297873,257,1.4357976653696498,5,4,1.2522114688696422,456,0.2695035460992908,301,1.5149501661129567,5,4,1.3853108775620195,462,0.2730496453900709,291,1.5876288659793814,5,5,1.4867343801109596,405,0.2393617021276596,285,1.4210526315789473,6,4,1.240186959730209,0.06443071491615181,0.1059135039717564,0.05560458958517211,0.0529567519858782,0.09090909090909091,0.12180052956751986,0.12003530450132392,0.06354810238305383,0.07325684024713151,0.05383936451897617,0.13768755516328332,0.06001765225066196
NC_116500.1,"NC_116500.1 Perideltavirus desmodi isolate DesRot/Peru/AYA14_DrDV-A, complete genome",1693,1129,1.49955713020372,7,1.3732248962416702,0.2506983112351855,5,363,0.21441228588304784,253,1.434782608695652,5,4,1.2541488334392534,482,0.28470171293561725,316,1.5253164556962024,7,4,1.4088361477133207,450,0.26580035440047256,290,1.5517241379310345,6,4,1.4463944374993558,398,0.23508564678086238,270,1.474074074074074,5,4,1.3261981057094305,0.06205673758865248,0.10372340425531915,0.05851063829787234,0.061170212765957445,0.09840425531914894,0.12056737588652482,0.12322695035460993,0.0726950354609929,0.06028368794326241,0.03900709219858156,0.1453900709219858,0.0549645390070922
NC_139403.1,"NC_139403.1 Cat Tien Odontotermes delta-like virus isolate hdv-like, complete genome",1687,1154,1.4618717504332757,8,1.3120942315208253,0.23688590187579806,5,345,0.2045050385299348,261,1.3218390804597702,6,4,1.0471655503403492,512,0.3034973325429757,318,1.610062893081761,8,5,1.523611027695442,503,0.2981624184943687,339,1.4837758112094395,6,4,1.3346776061993,327,0.1938352104327208,236,1.3855932203389831,6,4,1.1709439636454038,0.06504770164787511,0.1196877710320902,0.04163052905464007,0.0797918473547268,0.09800520381613183,0.0971379011274935,0.11882046834345186,0.10928013876843018,0.06591500433651344,0.027753686036426712,0.10147441457068516,0.07545533391153512
NC_038235.1,"NC_038235.1 Human respiratory syncytial virus isolate HRSV/A/USA/001/198X, complete genome",15222,10967,1.3879821282027902,7,1.1849808478744328,0.22068230467492111,7,5924,0.38917356457758506,3712,1.5959051724137931,7,7,1.5191449498685194,2704,0.17763762974641967,2198,1.2302092811646952,6,4,0.851834395091156,2356,0.154775982131126,1942,1.2131822863027806,4,4,0.811140113878239,4238,0.2784128235448693,3115,1.3605136436597112,7,5,1.1329072113052376,0.0938354915192413,0.08827284333394127,0.15639248586540216,0.12356374247674631,0.00793361298559183,0.06894036111617728,0.08097756702535108,0.037388291081524715,0.05872697428415101,0.13386832026262996,0.0692139339777494,0.08088637607149371
NC_001803.1,"NC_001803.1 Human respiratory syncytial virus A isolate HRSV/A/UK/S2.ts1C/1995, complete genome",15191,10937,1.3889549236536527,8,1.1867536855871976,0.22115200848671202,7,5904,0.38865117503785135,3691,1.5995665131400705,8,7,1.524659562209322,2674,0.17602527812520571,2178,1.2277318640955004,6,4,0.8464756843706093,2370,0.15601342900401555,1947,1.2172573189522342,6,4,0.8217099908250131,4243,0.2793101178329274,3121,1.3595001602050625,7,5,1.1323225309437355,0.09217264081931237,0.08741770299926847,0.15791880029261157,0.12225676664228237,0.008595464520848573,0.06830651060716898,0.08065106071689832,0.038222384784198975,0.059162399414776884,0.1345098756400878,0.06876371616678859,0.08202267739575714
NC_117253.1,"NC_117253.1 Cereal chlorotic mottle virus isolate M, complete genome",13799,10234,1.3483486417822943,6,1.1098057313185055,0.20753918421977402,6,4595,0.3329951445756939,3179,1.445423089021705,6,5,1.2855171458391446,2614,0.18943401695775056,2056,1.2714007782101167,6,5,0.9502987640612464,2834,0.20537720124646713,2208,1.2835144927536233,6,5,0.9770188451404647,3756,0.27219363722008844,2791,1.3457542099605877,5,5,1.1029391594408846,0.07358545880973322,0.09713671455096257,0.13993941170722174,0.10710446594351608,0.023942147952702043,0.0698719828007427,0.11101338805824294,0.04182546662757745,0.06293364604710251,0.09254373106615851,0.08550767125965016,0.09459591517639011
NC_139379.1,"NC_139379.1 Medicago sativa virus 1 isolate ZM1-NX2, complete genome",14040,10528,1.3335866261398177,6,1.0807151131757482,0.2022695549623741,6,4769,0.33967236467236467,3318,1.4373116335141651,6,6,1.2719143937199267,2707,0.1928062678062678,2106,1.2853751187084521,5,4,0.9794191718161783,2864,0.203988603988604,2275,1.258901098901099,5,4,0.9205670149363735,3700,0.26353276353276356,2829,1.3078826440438318,6,5,1.0265123854115261,0.07760995535290206,0.10002849814762041,0.1374560653557519,0.11427757195782275,0.018428802127861688,0.06735062220955639,0.11114277571957823,0.04103733257338273,0.06393084449510782,0.08976916500427472,0.08131471454355467,0.09765365251258668
NC_116975.1,"NC_116975.1 Strawberry virus 3 isolate Fragaria7, complete genome",14433,10912,1.3226722873900294,6,1.05882279821011,0.1979255305585339,6,4834,0.33492690362364025,3442,1.4044160371876815,6,6,1.214814854625095,2780,0.19261414813275132,2208,1.2590579710144927,6,5,0.9227106664139859,3005,0.20820342271184092,2351,1.278179498085921,5,4,0.9651152841098163,3814,0.26425552553176745,2911,1.3102026794915838,6,5,1.0295102954641564,0.07808633489139401,0.10017413619283293,0.1372009898267803,0.11621299605902301,0.0187883787003941,0.06736321143799835,0.11016405462377417,0.043075795069196225,0.062230776280817524,0.08899275960040326,0.08120245623682522,0.0965081110805609
NC_139378.1,"NC_139378.1 Cytorhabdovirus tiliae isolate E54634 genome assembly, complete genome: monopartite",14152,10243,1.3816264766181783,6,1.173427419104384,0.21764304340644447,6,4586,0.32405313736574337,3148,1.4567979669631512,6,6,1.3040483684295645,2335,0.16499434708875071,1900,1.2289473684210526,4,4,0.8482954886712589,2810,0.19855850763143018,2134,1.3167760074976569,6,5,1.0476055174422814,4421,0.31239400791407573,3061,1.444299248611565,6,5,1.2836929975638456,0.05750829916032025,0.09324350712751416,0.15661003710212848,0.08728763913298183,0.017281780902167546,0.08084358523725835,0.10915836750634642,0.037785588752196834,0.06141378636984964,0.11091583675063464,0.09021675454012888,0.09773481741847295
NC_139377.1,"NC_139377.1 MAG: Taraxacum cytorhabdovirus 1 isolate PLE20SW, complete genome",13718,10342,1.3264358924772772,8,1.0674613363946157,0.19831070295725794,6,4274,0.3115614521067211,3027,1.4119590353485298,7,5,1.2290537495811118,2719,0.19820673567575448,2172,1.2518416206261511,5,4,0.9061340359271134,3198,0.2331243621519172,2438,1.3117309269893356,8,5,1.0358412321198798,3527,0.25710745006560726,2705,1.3038817005545287,6,5,1.0201957419732344,0.08016632820810367,0.09824968571704865,0.11430229184798375,0.09621893433903878,0.04042162266705348,0.07339715694807078,0.11053089643167972,0.05134899912967798,0.07388066918093028,0.08596847500241755,0.07852238661638139,0.09699255391161396
NC_117182.1,"NC_117182.1 Alphacytorhabdovirus sambuci isolate B15, complete genome",12622,9596,1.3153397248853689,7,1.0437992095014377,0.1960240293171327,6,3626,0.2872761844398669,2675,1.3555140186915888,7,6,1.1223543173800408,2685,0.2127238155601331,2131,1.2599718442045988,6,5,0.9239469392990907,3044,0.2411662177151006,2314,1.3154710458081245,6,5,1.0445383020310828,3267,0.2588337822848994,2476,1.3194668820678515,6,5,1.0516416680623855,0.0744137571651902,0.09254820218863992,0.11172485669619593,0.0915059927045336,0.053361125586242834,0.07722772277227723,0.11287128712871287,0.05919749869723814,0.06909848879624804,0.07430953621677958,0.08848358520062533,0.09525794684731631
NC_117269.1,"NC_117269.1 Rudbeckia virus 1 isolate PQ, complete genome",12502,8798,1.42100477381223,7,1.2437232414752912,0.2305543729507029,6,4288,0.3429851223804191,2717,1.5782112624217888,7,6,1.4901182262257129,2044,0.16349384098544234,1653,1.2365396249243799,5,4,0.8694026138902833,2327,0.1861302191649336,1842,1.263300760043431,6,4,0.9309000216810289,3843,0.30739081746920494,2586,1.486078886310905,6,5,1.348997907779424,0.06274866431738092,0.09821530067068318,0.14789132658860976,0.08537001250426282,0.01739229282710015,0.08514266227122883,0.11788109582812323,0.03046493122655451,0.06092986245310902,0.10549050812777083,0.09469137205865635,0.09378197112652041
NC_117394.1,"NC_117394.1 Alphacytorhabdovirus ribes isolate BcCRV1/KB1, complete genome",12862,9577,1.3430092930980475,7,1.100437581515859,0.20418593781780392,6,3971,0.3087389208521225,2804,1.416191155492154,7,6,1.2359214210463496,2481,0.19289379567718862,1961,1.265170831208567,5,5,0.9354434529696554,2835,0.22041673145700513,2174,1.3040478380864766,6,5,1.0206102238485408,3575,0.27795055201368374,2638,1.3551933282789992,7,5,1.1239427102998292,0.06840016708437761,0.10348788638262323,0.12092731829573934,0.0898078529657477,0.02882205513784461,0.08615288220551379,0.1143483709273183,0.04438178780284043,0.06829573934837092,0.08865914786967419,0.09200083542188806,0.09471595655806182
NC_117321.1,"NC_117321.1 Alphacytorhabdovirus alphapogostemi isolate PA, complete genome",12913,9959,1.29661612611708,8,1.0047995012412134,0.18845311933966835,6,3240,0.2509099357236893,2552,1.2695924764890283,6,4,0.9461751998173544,3189,0.2469604274761868,2440,1.306967213114754,8,5,1.024164648708799,2581,0.19987609385890187,2094,1.2325692454632282,7,4,0.8584623854536134,3903,0.30225354294122203,2873,1.3585102680125305,6,5,1.1276265311873916,0.06306487246435027,0.07682265515163687,0.11638883309901586,0.08485639686684072,0.05643703554930709,0.10373568989756979,0.08867242418156256,0.05322353886322555,0.06838722635067282,0.08264711789515967,0.1287407109861418,0.07702349869451697
NC_139376.1,"NC_139376.1 MAG: Pastinaca cytorhabdovirus 1 isolate POR19SW, complete genome",13072,9794,1.3346947110475802,6,1.082455747343266,0.2024063829952094,5,4322,0.33063035495716037,2986,1.447421299397187,6,5,1.285119572595895,2312,0.17686658506731945,1848,1.251082251082251,5,5,0.9033321585636271,2795,0.2138157894736842,2202,1.2693006357856493,5,4,0.9455993863940841,3643,0.278687270501836,2758,1.3208846990572878,6,5,1.0560496512302788,0.06851832941897273,0.09680383947717758,0.1395895027060145,0.09210660675993056,0.025834779944858572,0.07076483202287348,0.11344838149698765,0.04013070560604513,0.07117328704176452,0.09935668334524661,0.08005718370264475,0.10221586847748391
NC_117252.1,"NC_117252.1 Hyptis latent virus, complete genome",13762,10446,1.3174420830940072,6,1.0487982099423523,0.19378073345169367,5,4095,0.297558494404883,2984,1.372319034852547,5,5,1.1531348272421733,2913,0.21166981543380323,2261,1.2883679787704556,6,4,0.9857281549725783,3305,0.24015404737683477,2494,1.3251804330392942,5,5,1.0621371281929024,3449,0.250617642784479,2707,1.2741041743627632,5,4,0.9557846338195498,0.07745332695069411,0.10215414073719482,0.10607946385830541,0.09344183820009574,0.04174246050741982,0.08118717089516515,0.11306845380564863,0.053805648635710863,0.07190043082814744,0.07917663954044997,0.08511249401627573,0.0948779320248923
NC_139375.1,"NC_139375.1 Soybean blotchy mosaic virus isolate 21-0287, complete genome",13425,9692,1.3851630210482873,7,1.1801795301442541,0.2195317607256959,6,4510,0.3359404096834264,2936,1.5361035422343323,7,6,1.4305832004647576,2356,0.17549348230912476,1897,1.241960991038482,5,5,0.8797402900769151,2727,0.20312849162011173,2125,1.283294117647059,5,5,0.9762512530655546,3832,0.28543761638733706,2734,1.401609363569861,6,5,1.2086944681948575,0.06965225466928078,0.10164069755443195,0.13166855845629966,0.08616241873903623,0.026725828087916622,0.08275719739964917,0.11082447631823342,0.04075946754720875,0.06769167268599732,0.10597461562274275,0.08533691053554844,0.09080590238365494
NC_117410.1,"NC_117410.1 Daphne virus 1 isolate SK, complete genome",13206,9780,1.3503067484662576,8,1.1137650174839864,0.20850030366688999,6,4343,0.3288656671210056,2941,1.4767086025161509,8,6,1.3378379506593385,2389,0.18090262002120247,1936,1.233987603305785,6,4,0.8639114454779254,2785,0.21088898985309706,2188,1.272851919561243,7,5,0.9524204360507466,3689,0.2793427230046948,2715,1.3587476979742172,7,5,1.1304834624183557,0.06974128233970754,0.09428366908681869,0.13672154617036505,0.08876163206871868,0.03200736271602413,0.07710399836384088,0.11780345638613356,0.04213109724920749,0.063810205542489,0.09407914919725943,0.08610287350444831,0.09745372737498721
NC_116974.1,"NC_116974.1 Strawberry virus 2 isolate CFRA9094, complete genome",12956,9605,1.3488807912545548,6,1.1118359382098226,0.20549433400421946,6,3919,0.3024853349799321,2783,1.408192597915918,6,5,1.2214972696355555,2565,0.19797777091694968,1999,1.2831415707853926,6,4,0.9727237602859536,2932,0.2263044149428836,2209,1.327297419646899,6,5,1.0661799626228048,3540,0.27323247916023463,2614,1.35424636572303,6,5,1.1210492412399884,0.07361516034985423,0.09516867971678468,0.12099125364431487,0.09558517284464807,0.029258642232403164,0.08329862557267805,0.11214077467721782,0.04997917534360683,0.06788837984173261,0.08194502290712204,0.08454810495626822,0.10558100791336943
NC_139374.1,"NC_139374.1 MAG: Betanucleorhabdovirus taraxi isolate PLE20SW, complete genome",13736,10300,1.3335922330097087,6,1.081379294858792,0.1994241621477968,5,4328,0.3150844496214327,3105,1.3938808373590983,6,5,1.1954254165225473,2946,0.2144729178800233,2251,1.308751665926255,5,5,1.029924377662423,2945,0.21440011648223645,2246,1.311219946571683,5,5,1.0354948840652927,3517,0.2560425160163075,2698,1.3035581912527798,6,5,1.0188661634957727,0.08330905913195456,0.09544615982134187,0.12273036217108457,0.1076803573162443,0.03437226915234489,0.07651228274589766,0.10583551801145742,0.04951937081270026,0.06262743955723857,0.08796970579667929,0.08573647926983202,0.08826099621322459
NC_139373.1,"NC_139373.1 MAG: Betanucleorhabdovirus picridis isolate SKO20SW, complete genome",15193,11386,1.3343579834884947,6,1.0826482249526903,0.2022684263576089,6,5379,0.35404462581451984,3726,1.4436392914653784,6,6,1.282284109417496,2689,0.17698940301454616,2178,1.2346189164370982,5,4,0.8653163643058445,2975,0.19581386164681103,2339,1.271911073108166,6,5,0.9517266997878674,4150,0.27315210952412294,3143,1.3203945275214763,6,5,1.054438559123456,0.07509881422924901,0.0966183574879227,0.15555555555555556,0.10935441370223979,0.01870882740447958,0.06324110671936758,0.10953008344312692,0.03864734299516908,0.05726833552920509,0.10838823012736057,0.0774703557312253,0.09011857707509881
NC_139372.1,"NC_139372.1 MAG: Tomato betanucleorhabdovirus 2 isolate SKO20ST1, complete genome",13423,10105,1.3283523008411677,7,1.0711171823577224,0.1992657665177926,6,4358,0.3246666170006705,3065,1.4218597063621534,7,5,1.245841111056427,2880,0.21455710347910303,2235,1.2885906040268456,5,5,0.9861968169956434,2951,0.21984653207181704,2268,1.3011463844797178,6,5,1.0150705836299578,3234,0.24092974744840945,2537,1.2747339377217186,5,5,0.9565916141892878,0.08224465558194774,0.10085114806017419,0.12015043547110055,0.11668646080760095,0.03503562945368171,0.06947743467933491,0.10510688836104513,0.057897862232779096,0.061460807600950115,0.08155186064924783,0.08105700712589074,0.08847980997624703
NC_139371.1,"NC_139371.1 MAG: Tomato betanucleorhabdovirus 1 isolate BER19ST2, complete genome",13426,10135,1.3247163295510607,7,1.0638219500820687,0.19666157403872409,5,4297,0.32005064799642485,3050,1.4088524590163933,7,5,1.223163461751723,3032,0.22583047817667212,2322,1.305770887166236,5,5,1.0221850414168359,2953,0.2199463727096678,2276,1.297451669595782,5,4,1.0051746801072916,3144,0.23417250111723523,2487,1.264173703256936,5,4,0.9330774365668384,0.08436944937833037,0.10213143872113677,0.11436747582395895,0.11505821985395698,0.03868166567988948,0.07538977698835603,0.10795342411683442,0.06098283007696862,0.055654233274126705,0.0778567199526347,0.0837773830669035,0.0837773830669035
NC_139369.1,"NC_139369.1 MAG: Alphanucleorhabdovirus xinjianensis isolate 193-k141_301243, complete genome",13358,9988,1.3374048858630356,33,1.0838363442425114,0.20302020756994033,5,4243,0.31763737086390176,2986,1.4209645010046885,33,5,1.2270158992252425,2705,0.20250037430753107,2127,1.2717442407146216,6,5,0.9511909558980334,3174,0.2376104207216649,2337,1.3581514762516047,6,5,1.1273164886118074,3236,0.24225183410690224,2538,1.2750197005516155,5,4,0.9574753763738942,0.07840192249924903,0.09902873735856614,0.121457895263843,0.11014318614198458,0.03564634024231501,0.0671873435466106,0.11815359967958346,0.05036547511765295,0.06548513066987083,0.07069189946931011,0.08410934214478823,0.0993291278662261
NC_025412.1,"NC_025412.1 Melbournevirus isolate 1, complete genome",369360,254823,1.4494766955887028,9,1.29087529639897,0.24265909075827974,8,101529,0.27487816764132555,63655,1.59498861047836,9,8,1.5151621130114894,82370,0.22300736408923544,63453,1.2981261721274013,7,6,1.0088642437523148,82823,0.22423380983322505,64217,1.2897363626454055,7,6,0.9909462716550765,102638,0.277880658436214,63498,1.6163973668462,9,8,1.5433887993716462,0.07179913822197455,0.09864140458830085,0.07936127963833578,0.08418032979883998,0.06782381427035342,0.09700496817386253,0.12306629725847847,0.05612545227649104,0.07281553398058252,0.042555195391292745,0.12108452174459035,0.08554206465689776
NC_139368.1,"NC_139368.1 MAG: Tomato alphanucleorhabdovirus 1 isolate BER20ST1, complete genome",13405,10011,1.339027070222755,7,1.0915885202105648,0.20440257976576381,6,4099,0.3057814248414771,2942,1.393269884432359,6,6,1.1904541238714152,2724,0.20320775829914212,2104,1.2946768060836502,6,5,1.0007078580571906,2933,0.218798955613577,2185,1.3423340961098398,7,5,1.098654733750196,3649,0.2722118612458038,2780,1.312589928057554,6,5,1.0377145945271982,0.07502497502497503,0.08781218781218782,0.13096903096903098,0.1043956043956044,0.026773226773226775,0.07902097902097902,0.1048951048951049,0.04565434565434565,0.06773226773226773,0.08461538461538462,0.08951048951048951,0.1035964035964036
