accession,orient,tract_start,tract_end,tract_len,hairpin_mfe,has_hairpin,hairpin_gc,gene_end_proximal,matches_reference,corroborated
NC_025412.1,+,9608,9613,6,-5.300000190734863,True,0.5666666666666667,False,False,True
NC_025412.1,+,10339,10344,6,0.0,False,0.5666666666666667,False,False,False
NC_025412.1,+,10517,10522,6,-4.800000190734863,True,0.4666666666666667,False,False,True
NC_025412.1,+,10728,10733,6,-2.4000000953674316,False,0.4,False,False,False
NC_025412.1,+,10906,10912,7,-4.199999809265137,True,0.5,False,False,True
NC_025412.1,+,11481,11486,6,-3.5,True,0.4666666666666667,False,False,True
NC_025412.1,+,15296,15301,6,-2.200000047683716,False,0.5,True,False,True
NC_025412.1,+,19644,19649,6,-1.600000023841858,False,0.5,False,False,False
NC_025412.1,+,19832,19838,7,-4.599999904632568,True,0.4,False,False,True
NC_025412.1,+,23012,23017,6,-5.900000095367432,True,0.5,False,False,True
NC_025412.1,+,23832,23837,6,-0.800000011920929,False,0.4,False,False,False
NC_025412.1,+,25177,25182,6,-3.0999999046325684,True,0.36666666666666664,False,False,True
NC_025412.1,+,25561,25566,6,-6.199999809265137,True,0.4666666666666667,False,False,True
NC_025412.1,+,26364,26369,6,-1.399999976158142,False,0.4666666666666667,False,False,False
NC_025412.1,+,27176,27181,6,-2.200000047683716,False,0.43333333333333335,False,False,False
NC_025412.1,+,27427,27433,7,-0.10000000149011612,False,0.4,False,False,False
NC_025412.1,+,29552,29557,6,-3.799999952316284,True,0.5,False,False,True
NC_025412.1,+,29730,29735,6,-2.799999952316284,False,0.5,False,False,False
NC_025412.1,+,31351,31357,7,-2.700000047683716,False,0.4,False,False,False
NC_025412.1,+,33092,33097,6,-2.0,False,0.4,False,False,False
NC_025412.1,+,34157,34162,6,-1.2999999523162842,False,0.16666666666666666,False,False,False
NC_025412.1,+,35307,35312,6,-0.4000000059604645,False,0.4666666666666667,False,False,False
NC_025412.1,+,36536,36541,6,0.0,False,0.43333333333333335,False,False,False
NC_025412.1,+,38030,38035,6,-2.9000000953674316,False,0.5,False,False,False
NC_025412.1,+,38762,38767,6,-6.699999809265137,True,0.4,False,False,True
NC_025412.1,+,38889,38894,6,-2.700000047683716,False,0.4666666666666667,False,False,False
NC_025412.1,+,39011,39016,6,-0.10000000149011612,False,0.43333333333333335,False,False,False
NC_025412.1,+,39178,39183,6,-0.20000000298023224,False,0.5,False,False,False
NC_025412.1,+,39244,39249,6,-5.199999809265137,True,0.5,False,False,True
NC_025412.1,+,39271,39276,6,-4.900000095367432,True,0.26666666666666666,False,False,True
NC_025412.1,+,39362,39367,6,-3.5,True,0.5,False,False,True
NC_025412.1,+,39511,39516,6,-2.0999999046325684,False,0.36666666666666664,False,False,False
NC_025412.1,+,40020,40025,6,-7.699999809265137,True,0.5333333333333333,False,False,True
NC_025412.1,+,40063,40068,6,-6.0,True,0.4666666666666667,False,False,True
NC_025412.1,+,40360,40365,6,-2.0999999046325684,False,0.5,False,False,False
NC_025412.1,+,41400,41405,6,-10.0,True,0.5333333333333333,False,False,True
NC_025412.1,+,43377,43382,6,-6.199999809265137,True,0.6,False,False,True
NC_025412.1,+,47971,47976,6,-8.300000190734863,True,0.5666666666666667,False,False,True
NC_025412.1,+,48088,48093,6,-5.800000190734863,True,0.5666666666666667,False,False,True
NC_025412.1,+,48296,48301,6,-0.4000000059604645,False,0.4666666666666667,False,False,False
NC_025412.1,+,48805,48810,6,-1.899999976158142,False,0.4,False,False,False
NC_025412.1,+,48827,48833,7,-0.6000000238418579,False,0.36666666666666664,False,False,False
NC_025412.1,+,49474,49479,6,0.0,False,0.43333333333333335,True,False,True
NC_025412.1,+,49573,49578,6,-2.799999952316284,False,0.3333333333333333,False,False,False
NC_025412.1,+,49608,49613,6,-0.4000000059604645,False,0.36666666666666664,False,False,False
NC_025412.1,+,49880,49885,6,0.0,False,0.3,False,False,False
NC_025412.1,+,50787,50792,6,-3.299999952316284,True,0.5666666666666667,False,False,True
NC_025412.1,+,51113,51119,7,0.0,False,0.4666666666666667,False,False,False
NC_025412.1,+,51175,51180,6,-3.9000000953674316,True,0.4666666666666667,False,False,True
NC_025412.1,+,51356,51361,6,-1.2000000476837158,False,0.5,False,False,False
NC_025412.1,+,53227,53233,7,-6.800000190734863,True,0.4,False,False,True
NC_025412.1,+,53453,53458,6,-0.10000000149011612,False,0.43333333333333335,False,False,False
NC_025412.1,+,54480,54486,7,0.0,False,0.23333333333333334,False,False,False
NC_025412.1,+,55288,55293,6,-1.7999999523162842,False,0.5333333333333333,False,False,False
NC_025412.1,+,55942,55947,6,-2.9000000953674316,False,0.4666666666666667,False,False,False
NC_025412.1,+,55989,55996,8,-8.399999618530273,True,0.4666666666666667,False,False,True
NC_025412.1,+,56224,56230,7,-2.700000047683716,False,0.43333333333333335,False,False,False
NC_025412.1,+,56303,56308,6,0.0,False,0.13333333333333333,False,False,False
NC_025412.1,+,56556,56561,6,-2.299999952316284,False,0.3333333333333333,False,False,False
NC_025412.1,+,56629,56635,7,-0.8999999761581421,False,0.36666666666666664,False,False,False
NC_025412.1,+,56797,56802,6,-4.599999904632568,True,0.4,False,False,True
NC_025412.1,+,57007,57013,7,-4.599999904632568,True,0.5,False,False,True
NC_025412.1,+,57655,57660,6,-4.0,True,0.5,False,True,True
NC_025412.1,+,60114,60121,8,-0.8999999761581421,False,0.4666666666666667,False,False,False
NC_025412.1,+,60186,60191,6,-5.300000190734863,True,0.5333333333333333,False,False,True
NC_025412.1,+,60765,60770,6,-9.600000381469727,True,0.5,False,False,True
NC_025412.1,+,64646,64651,6,0.0,False,0.5,False,False,False
NC_025412.1,+,65623,65628,6,-4.599999904632568,True,0.36666666666666664,True,False,True
NC_025412.1,+,66268,66273,6,-2.4000000953674316,False,0.4666666666666667,False,False,False
NC_025412.1,+,66960,66967,8,-5.400000095367432,True,0.26666666666666666,False,False,True
NC_025412.1,+,68239,68244,6,-2.5999999046325684,False,0.43333333333333335,False,False,False
NC_025412.1,+,69011,69016,6,-1.399999976158142,False,0.4,False,False,False
NC_025412.1,+,69445,69450,6,-0.4000000059604645,False,0.3,False,False,False
NC_025412.1,+,70109,70114,6,-4.199999809265137,True,0.3333333333333333,False,False,True
NC_025412.1,+,70499,70504,6,0.0,False,0.4666666666666667,False,False,False
NC_025412.1,+,71308,71313,6,-4.400000095367432,True,0.5333333333333333,False,False,True
NC_025412.1,+,72345,72350,6,-4.300000190734863,True,0.5,False,False,True
NC_025412.1,+,73367,73372,6,-3.9000000953674316,True,0.36666666666666664,False,False,True
NC_025412.1,+,74202,74207,6,-4.900000095367432,True,0.5666666666666667,False,False,True
NC_025412.1,+,74716,74721,6,-2.0999999046325684,False,0.43333333333333335,False,False,False
NC_025412.1,+,75956,75961,6,-5.300000190734863,True,0.5333333333333333,False,False,True
NC_025412.1,+,76125,76131,7,-5.0,True,0.5666666666666667,False,False,True
NC_025412.1,+,76797,76802,6,-0.10000000149011612,False,0.23333333333333334,True,False,True
NC_025412.1,+,78740,78745,6,-1.7999999523162842,False,0.4666666666666667,False,False,False
NC_025412.1,+,79813,79818,6,-1.399999976158142,False,0.36666666666666664,False,False,False
NC_025412.1,+,80113,80119,7,0.0,False,0.2,True,False,True
NC_025412.1,+,83272,83277,6,0.0,False,0.13333333333333333,False,False,False
NC_025412.1,+,83783,83788,6,-2.5,False,0.4,False,False,False
NC_025412.1,+,84495,84500,6,-3.700000047683716,True,0.5,False,False,True
NC_025412.1,+,86888,86893,6,0.0,False,0.23333333333333334,True,False,True
NC_025412.1,+,86974,86979,6,-0.4000000059604645,False,0.43333333333333335,False,False,False
NC_025412.1,+,87578,87583,6,-7.5,True,0.43333333333333335,False,False,True
NC_025412.1,+,87720,87725,6,-4.699999809265137,True,0.5333333333333333,False,False,True
NC_025412.1,+,87752,87758,7,-0.8999999761581421,False,0.4,False,False,False
NC_025412.1,+,87792,87797,6,-3.0999999046325684,True,0.4666666666666667,False,False,True
NC_025412.1,+,87925,87930,6,-6.400000095367432,True,0.5333333333333333,False,False,True
NC_025412.1,+,88024,88029,6,-3.200000047683716,True,0.4,False,False,True
NC_025412.1,+,88329,88334,6,-2.0,False,0.4,False,False,False
NC_025412.1,+,88600,88605,6,-6.199999809265137,True,0.5333333333333333,False,False,True
NC_025412.1,+,88853,88858,6,-3.0999999046325684,True,0.4666666666666667,False,False,True
NC_025412.1,+,88915,88920,6,-6.400000095367432,True,0.5333333333333333,False,False,True
NC_025412.1,+,89679,89685,7,0.0,False,0.3333333333333333,False,False,False
NC_025412.1,+,89971,89976,6,-3.799999952316284,True,0.4666666666666667,False,False,True
NC_025412.1,+,90382,90387,6,-3.4000000953674316,True,0.5666666666666667,False,False,True
NC_025412.1,+,90439,90444,6,-3.9000000953674316,True,0.2,False,False,True
NC_025412.1,+,90639,90644,6,-4.400000095367432,True,0.43333333333333335,False,False,True
NC_025412.1,+,91240,91245,6,0.0,False,0.43333333333333335,False,False,False
NC_025412.1,+,93952,93957,6,-6.699999809265137,True,0.5,False,False,True
NC_025412.1,+,95557,95562,6,0.0,False,0.36666666666666664,False,False,False
NC_025412.1,+,95889,95894,6,-8.0,True,0.6,False,False,True
NC_025412.1,+,96359,96366,8,-7.099999904632568,True,0.5333333333333333,False,False,True
NC_025412.1,+,97738,97743,6,-2.700000047683716,False,0.4666666666666667,False,False,False
NC_025412.1,+,99458,99463,6,-0.4000000059604645,False,0.4,False,False,False
NC_025412.1,+,99465,99470,6,-2.299999952316284,False,0.36666666666666664,False,False,False
NC_025412.1,+,100153,100158,6,0.0,False,0.36666666666666664,False,False,False
NC_025412.1,+,101787,101793,7,-2.4000000953674316,False,0.4666666666666667,False,False,False
NC_025412.1,+,103309,103314,6,-0.5,False,0.3333333333333333,False,False,False
NC_025412.1,+,104660,104665,6,-2.799999952316284,False,0.43333333333333335,False,False,False
NC_025412.1,+,104946,104952,7,0.0,False,0.5,True,False,True
NC_025412.1,+,105616,105621,6,-2.9000000953674316,False,0.5333333333333333,False,False,False
NC_025412.1,+,106607,106612,6,-5.199999809265137,True,0.4666666666666667,False,False,True
NC_025412.1,+,107624,107629,6,0.0,False,0.36666666666666664,False,False,False
NC_025412.1,+,109471,109476,6,-4.800000190734863,True,0.5,False,False,True
NC_025412.1,+,109725,109730,6,0.0,False,0.43333333333333335,False,False,False
NC_025412.1,+,110100,110105,6,-7.199999809265137,True,0.5,False,False,True
NC_025412.1,+,111279,111284,6,-6.099999904632568,True,0.5333333333333333,False,False,True
NC_025412.1,+,111306,111311,6,0.0,False,0.3333333333333333,False,False,False
NC_025412.1,+,111456,111462,7,-8.5,True,0.5,False,False,True
NC_025412.1,+,111712,111717,6,-3.200000047683716,True,0.6,False,False,True
NC_025412.1,+,111843,111848,6,-4.900000095367432,True,0.4666666666666667,False,False,True
NC_025412.1,+,112883,112888,6,-2.4000000953674316,False,0.5,False,False,False
NC_025412.1,+,113217,113222,6,-1.0,False,0.36666666666666664,False,False,False
NC_025412.1,+,113640,113645,6,0.0,False,0.3,False,False,False
NC_025412.1,+,113847,113852,6,-3.299999952316284,True,0.4,False,False,True
NC_025412.1,+,115037,115042,6,-5.900000095367432,True,0.4666666666666667,False,False,True
NC_025412.1,+,115823,115829,7,0.0,False,0.3,False,False,False
NC_025412.1,+,118648,118654,7,-1.7000000476837158,False,0.36666666666666664,False,False,False
NC_025412.1,+,119042,119047,6,0.0,False,0.3,True,False,True
NC_025412.1,+,119481,119486,6,-4.0,True,0.5,True,False,True
NC_025412.1,+,124338,124343,6,-3.0999999046325684,True,0.4,False,False,True
NC_025412.1,+,124621,124626,6,0.0,False,0.4666666666666667,False,False,False
NC_025412.1,+,125040,125045,6,-0.699999988079071,False,0.4,False,False,False
NC_025412.1,+,125308,125313,6,-5.199999809265137,True,0.4666666666666667,False,False,True
NC_025412.1,+,127160,127165,6,-4.400000095367432,True,0.4,False,False,True
NC_025412.1,+,127285,127290,6,-1.600000023841858,False,0.5,False,False,False
NC_025412.1,+,127423,127428,6,0.0,False,0.4666666666666667,False,False,False
NC_025412.1,+,127494,127500,7,-4.900000095367432,True,0.5666666666666667,False,False,True
NC_025412.1,+,127726,127731,6,-3.700000047683716,True,0.36666666666666664,False,False,True
NC_025412.1,+,128646,128651,6,0.0,False,0.43333333333333335,False,False,False
NC_025412.1,+,129287,129292,6,0.0,False,0.43333333333333335,False,False,False
NC_025412.1,+,130808,130814,7,-3.5999999046325684,True,0.5666666666666667,False,False,True
NC_025412.1,+,131622,131628,7,-7.199999809265137,True,0.43333333333333335,False,False,True
NC_025412.1,+,131957,131963,7,-0.4000000059604645,False,0.4666666666666667,False,False,False
NC_025412.1,+,133666,133671,6,-1.100000023841858,False,0.36666666666666664,False,False,False
NC_025412.1,+,133696,133701,6,0.0,False,0.3,False,False,False
NC_025412.1,+,135087,135092,6,-3.5,True,0.5333333333333333,False,False,True
NC_025412.1,+,136359,136364,6,0.0,False,0.4666666666666667,False,False,False
NC_025412.1,+,136488,136493,6,-6.199999809265137,True,0.5,False,False,True
NC_025412.1,+,136738,136743,6,-4.0,True,0.4666666666666667,False,False,True
NC_025412.1,+,136803,136808,6,-2.700000047683716,False,0.36666666666666664,False,False,False
NC_025412.1,+,137975,137980,6,-4.400000095367432,True,0.4,False,False,True
NC_025412.1,+,137988,137993,6,-0.4000000059604645,False,0.36666666666666664,False,False,False
NC_025412.1,+,139875,139880,6,-2.700000047683716,False,0.43333333333333335,False,False,False
NC_025412.1,+,140220,140225,6,-6.0,True,0.4666666666666667,False,False,True
NC_025412.1,+,140275,140280,6,0.0,False,0.23333333333333334,True,False,True
NC_025412.1,+,140687,140692,6,-1.0,False,0.16666666666666666,True,False,True
NC_025412.1,+,141308,141314,7,-3.700000047683716,True,0.43333333333333335,False,False,True
NC_025412.1,+,143774,143779,6,-0.5,False,0.4,True,False,True
NC_025412.1,+,143876,143882,7,-3.200000047683716,True,0.5333333333333333,False,False,True
NC_025412.1,+,144208,144213,6,-6.599999904632568,True,0.4666666666666667,False,False,True
NC_025412.1,+,145017,145022,6,-2.5,False,0.43333333333333335,False,False,False
NC_025412.1,+,145095,145100,6,-5.199999809265137,True,0.36666666666666664,False,False,True
NC_025412.1,+,145269,145274,6,-6.300000190734863,True,0.5333333333333333,False,False,True
NC_025412.1,+,145409,145414,6,-2.200000047683716,False,0.4,False,False,False
NC_025412.1,+,145698,145704,7,0.0,False,0.23333333333333334,False,False,False
NC_025412.1,+,146724,146729,6,-4.300000190734863,True,0.5333333333333333,False,False,True
NC_025412.1,+,147486,147491,6,-4.5,True,0.5666666666666667,False,False,True
NC_025412.1,+,147855,147860,6,-2.9000000953674316,False,0.5,False,False,False
NC_025412.1,+,149199,149204,6,-1.399999976158142,False,0.4666666666666667,False,False,False
NC_025412.1,+,149752,149757,6,-0.800000011920929,False,0.36666666666666664,False,False,False
NC_025412.1,+,150355,150360,6,-4.400000095367432,True,0.5,False,False,True
NC_025412.1,+,150885,150890,6,-9.0,True,0.6333333333333333,False,False,True
NC_025412.1,+,152315,152320,6,0.0,False,0.3,False,False,False
NC_025412.1,+,152473,152478,6,0.0,False,0.4,False,False,False
NC_025412.1,+,152595,152600,6,-1.100000023841858,False,0.3333333333333333,True,False,True
NC_025412.1,+,153062,153067,6,-0.20000000298023224,False,0.5,False,False,False
NC_025412.1,+,153973,153978,6,-4.800000190734863,True,0.43333333333333335,False,False,True
NC_025412.1,+,154532,154537,6,-1.7999999523162842,False,0.4666666666666667,False,False,False
NC_025412.1,+,154689,154694,6,-3.9000000953674316,True,0.5333333333333333,False,False,True
NC_025412.1,+,157344,157349,6,-2.0999999046325684,False,0.43333333333333335,False,False,False
NC_025412.1,+,157973,157978,6,-1.0,False,0.43333333333333335,False,False,False
NC_025412.1,+,158013,158018,6,-3.9000000953674316,True,0.43333333333333335,False,False,True
NC_025412.1,+,158405,158410,6,-4.199999809265137,True,0.43333333333333335,False,False,True
NC_025412.1,+,159490,159496,7,-5.900000095367432,True,0.4666666666666667,False,False,True
NC_025412.1,+,160186,160191,6,-3.0999999046325684,True,0.5333333333333333,False,False,True
NC_025412.1,+,161741,161746,6,-0.699999988079071,False,0.43333333333333335,False,False,False
NC_025412.1,+,161913,161918,6,-5.300000190734863,True,0.6333333333333333,False,False,True
NC_025412.1,+,162302,162307,6,-2.299999952316284,False,0.23333333333333334,True,False,True
NC_025412.1,+,162697,162702,6,-7.0,True,0.5666666666666667,False,False,True
NC_025412.1,+,165732,165737,6,-3.9000000953674316,True,0.5666666666666667,False,False,True
NC_025412.1,+,166063,166068,6,0.0,False,0.43333333333333335,False,False,False
NC_025412.1,+,167675,167681,7,-5.199999809265137,True,0.5666666666666667,False,False,True
NC_025412.1,+,167689,167694,6,-4.199999809265137,True,0.4,False,False,True
NC_025412.1,+,167833,167838,6,-0.10000000149011612,False,0.4666666666666667,False,False,False
NC_025412.1,+,167886,167891,6,-3.799999952316284,True,0.43333333333333335,False,False,True
NC_025412.1,+,169132,169137,6,-4.300000190734863,True,0.4666666666666667,False,False,True
NC_025412.1,+,169215,169221,7,-1.0,False,0.4666666666666667,False,False,False
NC_025412.1,+,170653,170658,6,-1.899999976158142,False,0.43333333333333335,False,False,False
NC_025412.1,+,170930,170935,6,0.0,False,0.4666666666666667,False,False,False
NC_025412.1,+,171137,171142,6,-0.8999999761581421,False,0.4666666666666667,False,False,False
NC_025412.1,+,171456,171461,6,-2.799999952316284,False,0.5,False,False,False
NC_025412.1,+,172536,172541,6,-7.0,True,0.5,False,False,True
NC_025412.1,+,172705,172710,6,-4.300000190734863,True,0.43333333333333335,False,False,True
NC_025412.1,+,173768,173773,6,-3.5,True,0.5,False,False,True
NC_025412.1,+,175119,175124,6,-4.300000190734863,True,0.4666666666666667,False,False,True
NC_025412.1,+,175218,175224,7,-9.600000381469727,True,0.36666666666666664,True,False,True
NC_025412.1,+,176182,176187,6,-8.0,True,0.5333333333333333,False,False,True
NC_025412.1,+,176418,176423,6,-5.0,True,0.4666666666666667,False,False,True
NC_025412.1,+,176643,176650,8,-0.10000000149011612,False,0.4666666666666667,False,False,False
NC_025412.1,+,176880,176885,6,-4.5,True,0.5333333333333333,False,False,True
NC_025412.1,+,176895,176901,7,-8.100000381469727,True,0.36666666666666664,False,False,True
NC_025412.1,+,177048,177053,6,-6.5,True,0.5666666666666667,False,False,True
NC_025412.1,+,177279,177284,6,0.0,False,0.4666666666666667,False,False,False
NC_025412.1,+,178105,178110,6,-1.100000023841858,False,0.4666666666666667,False,False,False
NC_025412.1,+,178830,178835,6,-9.199999809265137,True,0.6666666666666666,False,False,True
NC_025412.1,+,180010,180015,6,-8.199999809265137,True,0.5,False,False,True
NC_025412.1,+,180809,180814,6,-2.5,False,0.43333333333333335,False,False,False
NC_025412.1,+,182421,182426,6,-6.300000190734863,True,0.4,False,False,True
NC_025412.1,+,182903,182908,6,-1.2000000476837158,False,0.43333333333333335,False,False,False
NC_025412.1,+,183753,183758,6,-2.5999999046325684,False,0.4666666666666667,False,False,False
NC_025412.1,+,184175,184180,6,-4.599999904632568,True,0.43333333333333335,False,False,True
NC_025412.1,+,184225,184230,6,-2.0,False,0.4,False,False,False
NC_025412.1,+,184569,184574,6,-7.5,True,0.6333333333333333,False,False,True
NC_025412.1,+,185998,186003,6,-1.899999976158142,False,0.5,False,False,False
NC_025412.1,+,187828,187833,6,0.0,False,0.26666666666666666,True,False,True
NC_025412.1,+,187923,187928,6,-4.199999809265137,True,0.5333333333333333,False,False,True
NC_025412.1,+,188293,188300,8,-5.800000190734863,True,0.36666666666666664,False,False,True
NC_025412.1,+,189924,189930,7,0.0,False,0.4,False,False,False
NC_025412.1,+,190110,190115,6,-5.0,True,0.5,False,False,True
NC_025412.1,+,191064,191069,6,-0.800000011920929,False,0.4666666666666667,False,False,False
NC_025412.1,+,191306,191312,7,-1.7999999523162842,False,0.36666666666666664,False,False,False
NC_025412.1,+,191501,191508,8,-7.599999904632568,True,0.4666666666666667,False,False,True
NC_025412.1,+,192060,192066,7,-5.099999904632568,True,0.5333333333333333,False,False,True
NC_025412.1,+,192928,192933,6,-6.099999904632568,True,0.5666666666666667,False,False,True
NC_025412.1,+,193068,193073,6,-0.5,False,0.26666666666666666,True,True,True
NC_025412.1,+,193681,193686,6,0.0,False,0.5,False,False,False
NC_025412.1,+,193834,193840,7,-1.7999999523162842,False,0.4,False,False,False
NC_025412.1,+,194006,194011,6,-5.800000190734863,True,0.5,False,False,True
NC_025412.1,+,194037,194042,6,-2.799999952316284,False,0.5,False,False,False
NC_025412.1,+,194216,194222,7,-6.199999809265137,True,0.36666666666666664,False,False,True
NC_025412.1,+,195778,195783,6,-2.4000000953674316,False,0.5,False,False,False
NC_025412.1,+,196111,196116,6,-3.4000000953674316,True,0.4666666666666667,False,False,True
NC_025412.1,+,196992,196997,6,-3.299999952316284,True,0.4,False,False,True
NC_025412.1,+,197285,197290,6,-2.700000047683716,False,0.4,False,False,False
NC_025412.1,+,197329,197335,7,-10.5,True,0.5666666666666667,False,False,True
NC_025412.1,+,197449,197455,7,-5.0,True,0.6,False,False,True
NC_025412.1,+,197596,197601,6,-1.2000000476837158,False,0.43333333333333335,False,False,False
NC_025412.1,+,198573,198578,6,-2.200000047683716,False,0.6,False,False,False
NC_025412.1,+,199305,199310,6,-5.900000095367432,True,0.4666666666666667,False,False,True
NC_025412.1,+,199749,199754,6,-10.300000190734863,True,0.5333333333333333,False,False,True
NC_025412.1,+,199957,199962,6,-0.20000000298023224,False,0.43333333333333335,False,False,False
NC_025412.1,+,200819,200824,6,-0.800000011920929,False,0.5333333333333333,False,False,False
NC_025412.1,+,201900,201905,6,0.0,False,0.26666666666666666,True,False,True
NC_025412.1,+,202226,202232,7,0.0,False,0.2,False,False,False
NC_025412.1,+,202420,202425,6,-2.200000047683716,False,0.3333333333333333,False,False,False
NC_025412.1,+,202493,202498,6,-2.200000047683716,False,0.36666666666666664,False,False,False
NC_025412.1,+,204135,204140,6,-1.2999999523162842,False,0.4,False,False,False
NC_025412.1,+,204202,204207,6,-8.699999809265137,True,0.5666666666666667,False,False,True
NC_025412.1,+,205215,205220,6,-2.5999999046325684,False,0.4,False,False,False
NC_025412.1,+,206800,206805,6,-3.5,True,0.4666666666666667,False,False,True
NC_025412.1,+,206896,206902,7,-0.4000000059604645,False,0.4666666666666667,False,False,False
NC_025412.1,+,207272,207277,6,-0.30000001192092896,False,0.3333333333333333,False,False,False
NC_025412.1,+,208685,208690,6,-0.4000000059604645,False,0.4,False,False,False
NC_025412.1,+,210557,210563,7,-2.9000000953674316,False,0.5666666666666667,False,False,False
NC_025412.1,+,211137,211142,6,-0.5,False,0.3,False,False,False
NC_025412.1,+,212484,212489,6,0.0,False,0.26666666666666666,False,False,False
NC_025412.1,+,212507,212512,6,0.0,False,0.23333333333333334,False,False,False
NC_025412.1,+,213302,213307,6,-3.4000000953674316,True,0.5333333333333333,False,False,True
NC_025412.1,+,213565,213570,6,-3.0999999046325684,True,0.26666666666666666,False,False,True
NC_025412.1,+,213997,214002,6,-2.299999952316284,False,0.4666666666666667,False,False,False
NC_025412.1,+,214532,214537,6,-3.200000047683716,True,0.5333333333333333,False,False,True
NC_025412.1,+,214779,214784,6,-8.0,True,0.6,False,False,True
NC_025412.1,+,215187,215192,6,0.0,False,0.3,False,False,False
NC_025412.1,+,215370,215375,6,-0.5,False,0.3333333333333333,False,False,False
NC_025412.1,+,215513,215518,6,-4.800000190734863,True,0.6333333333333333,False,False,True
NC_025412.1,+,215770,215776,7,-2.5,False,0.3333333333333333,False,False,False
NC_025412.1,+,216432,216437,6,-7.699999809265137,True,0.36666666666666664,False,False,True
NC_025412.1,+,216963,216968,6,0.0,False,0.4,False,False,False
NC_025412.1,+,217016,217021,6,0.0,False,0.3333333333333333,False,False,False
NC_025412.1,+,219761,219766,6,0.0,False,0.36666666666666664,False,False,False
NC_025412.1,+,220671,220676,6,0.0,False,0.6,False,False,False
