accession,genus,family,k,tract_len,gene_end,null_rate
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,True,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,True,0.0259259259259259
NC_001803.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,True,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,True,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,True,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,True,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,True,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,True,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,7,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,6,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,True,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_038235.1,Orthopneumovirus,Pneumoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,True,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,7,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,7,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116560.1,Pararubulavirus,Paramyxoviridae,5,6,True,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,6,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,7,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,7,True,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,7,True,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,7,True,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,7,True,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,6,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,7,True,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,7,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,5,False,0.0259259259259259
NC_116599.1,Tupavirus,Rhabdoviridae,5,7,True,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,7,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,True,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116857.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,6,False,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,True,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,6,True,0.0259259259259259
NC_116858.1,Paramorbillivirus,Paramyxoviridae,5,5,False,0.0259259259259259
